Sentence,Label
 Please reallocate mtr 1517 with these,2

" To get off the list, please send an e-mail to",2

 Jim/Lillian,2

 questions please give me a call.,2

 o Changes for the position manager are in progress and on schedule (please,2

 Please plan to attend this presentation by ICF Consulting.,2

" Please call me toll free at 1-800-322-5850,",2

 Please get back to me by Friday morning.,2

 Please respond.,2

 Please amend the Oneok file asap.,2

 Please verify that this is okay.,2

 Give me a call to discuss.,2

 Can you help us by interviewing him in Sydney?,2

 Please set up an NG-PRICE2-PRC book with the same,2

" selected to provide feedback on one of your fellow employees, please take t=",2

" 7.   Please provide the names, addresses, etc. for Sections 25.1 and",2

" suggestions or comments once you've come by the site, please send them to",2

 Could you look into the confirmation for this transaction?,2

 please comment at your convenience.,2

 Please offer that approval as quickly,2

 Please review the attached Schedule and Paragraph 13 ASAP and let Frank have your comments.,2

 please get John up to speed on this opportunity.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" Debra,  Please send Gary Bryan a sample master firm.",2

 Please call me with any questions.,2

 please take a few minutes today to fill out Enron's annual employee feedbac=,2

 Please include pthompson@akllp.com and ccobb@akllp.com on the email with dial,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Could you please set up a 30 minute meeting Monday morning with Rod to,2

 Please respond to michael.demott@NY.FRB.ORG,2

 Go ahead and make any changes that,2

 please print these.,2

" Please observe Enron=01,s policy.",2

 Please give me a call tomorrow to schedule a time to talk w/Greg.,2

 Kaye,2

 CY please work through w Tim,2

 Please direct bill our cost center for all of the expenses incurred for your services.,2

 Please use contract .,2

 Please follow the above URL to view and listen to a replay of this CERA,2

 take a look and we'll send it to Greg.,2

 Please respond to merlinmLenhart,2

 Could we please get together with Brent Price and Mike Jordan and discuss,2

 Also please copy Nick,2

 Please respond to News Review <goodnews@news-review.co.uk>,2

 Please see the following announcement for an entrepreneurship course that's,2

" Chris, Scott, and Doug... please determine how this will be coordinated.",2

 Could you please review the proposed hierarchy structure and let me know of any issues (i.e. all traders are captured or that we don't have any \,2

 Please reject the my exense account that I sent to you earlier for approval.,2

 please reply to the sender that you received the message in,2

 Please review the enclosed at your convenience and advise of any comments.,2

 Please review and comment.,2

 find out can you pls let me know.,2

 Please process the payment to ILOG for CPLEX maintenance renewal.,2

" Please, make sure everything is current.",2

 Please take me off your email list,2

 Can you attach file?,2

 Please copy Dasovich and Mccubbin on the,2

 Can you please direct one of the paralegals to assist Angeline with getting,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 or please reply by e-mail to me.,2

 please calendar.,2

 Please make sure your gift is clearly labeled with the recipient's name and a description of the gift.,2

 Please advise or change as necessary.,2

 Please donate this money to the funds set up to,2

" Also, please add",2

" Also, could you please delete the fax number referenced below",2

 Mark,2

 Please look closely over this version and let me know if you see any problems.,2

 Make sure you review,2

 Can you help me with this?,2

" I did not know who all in your departments needed the list, so can you please forward as appropriate.",2

" Our wines are on a first-come, first-served basis, so kindly mail your check",2

 Would you please send your fax number to me?,2

" questions, please give me a call.",2

" review, please give me a call to discuss any issues or questions you may have",2

 Could you resend,2

" Also, please check the volumes.",2

 3. Please provide the O&M contract with Operational Energy Corporation.,2

" Can you coordinate, in my absence, the lunch with IT",2

 Lunch is provided so please RSVP to Margaret Doucette no later than,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please confirm that the following deals should have \,2

 yes...please change griffith to trading.,2

 Please check out the following contracts and forward to Dan Hyvl.,2

" group, please reply by calling the SME hotline at x30333.",2

 Give me a call or just stop by,2

" Please review the attached and feel free to call, fax or e-mail me with any",2

 Please inform Vince and have Vince get with John on what his title/$$ will be.,2

 Could you please call me at 713 345 5044 (O) or 713 515 2759 so that we can,2

 Could you please give him a call at your earliest convenience?,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please get together with me and the fundies group to,2

 Please review these deals for credit approval.,2

" Hey, check out this cool, stainless steel mug!",2

 Please make sure someone knows how to update the PJM daily sheet while you,2

 Please review the following deals in tagg stage,2

 Please reference the order tracking number.,2

 Please review and lets discuss.,2

 me a call with your questions and or comments.,2

 Please advise ASAP.,2

" Jeff, can you spend a little time thinking about the current North American",2

 Can you fill in all info like the others for them including who they work for and get it back to me promtly.,2

 Can you maybe talk with Eric today,2

 Please call me about this message.,2

 Please put them on the list.,2

 Please send this to me ASAP.,2

 Will you ask them if they want us to enter that language?,2

 Please review and advise myself and Larry Campbell as to,2

 Call me or write me back.,2

 Please contact the technician,2

 Please respond to kathleen.carnahan@enron.com,2

" Please test the executable, and let us know if you encounter any problems.",2

 Please Read the attached letter.,2

 Please make sure you have checked the position manager and updated your night,2

 Please call me on (203) 464-1541 and let me know whether a conference call,2

 Can you please provide me with an,2

 please print out incl text,2

 Please execute immediately and fax,2

" Susan, please get your edits on",2

 Please print this for me in color ASAP.,2

 Please confirm.,2

 just send one check and i will write the check for all three.,2

 Carmen--please print these up for me.  thanks.,2

 Please put this on my calendar and remind me beforehand if you would.,2

 Please copy me on the,2

 Please call me at x54683.,2

 Please call me (713-853-9990) if you would like to discuss.,2

 Please make sure that a total of 25mw's flows each hour LLH.,2

 Please call her for specific information on project Agreements.,2

 Please review and let me know if you agree with this.,2

 Gerald can you approve this from a,2

 Please reply to the  address given,2

 Please forward to me the executed Joint Defense Agreement so that I can,2

" Please, put on my schedule.",2

 Please call Keith,2

 Please print the black line and put with the binder you are building.,2
